CASE_STATUS,EMPLOYER_NAME,SOC_NAME,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,YEAR,WORKSITE,lon,lat
CERTIFIED,THERMO FISHER SCIENTIFIC INC.,CHIEF EXECUTIVES,"VICE PRESIDENT, FINANCE-  GLOBAL CHEMICALS",Y,196747,2016,"FAIR LAWN, NEW JERSEY",-74.1318096,40.9403762
CERTIFIED,LFG AMERICA PTY LTD.,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,284211,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
CERTIFIED,ZOOX INC.,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,123053,2016,"MENLO PARK, CALIFORNIA",-122.1817252,37.4529598
CERTIFIED,THE WEISSCOMM GROUP LTD,CHIEF EXECUTIVES,CHIEF FINANCIAL OFFICER,Y,278325,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
CERTIFIED,SUSTAINABLE FISHERIES PARTNERSHIP FOUNDATION,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,207605,2016,"HONOLULU, HAWAII",-157.8583333,21.3069444
CERTIFIED,DEQ SYSTEMS CORPORATION,CHIEF EXECUTIVES,SENIOR VICE PRESIDENT - OPERATIONS,Y,135678,2016,"LAS VEGAS, NEVADA",-115.1398296,36.1699412
CERTIFIED,"CLASSIC SLEEPCARE, LLC",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,235165,2016,"LAS VEGAS, NEVADA",-115.1398296,36.1699412
CERTIFIED,INSPECTORATE AMERICA CORPORATION,CHIEF EXECUTIVES,SENIOR VICE PRESIDENT NORTH AMERICA REGION,Y,197642,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
CERTIFIED,PANALITIX USA INC.,CHIEF EXECUTIVES,CHAIRMAN AND CHIEF EXECUTIVE OFFICER,Y,144706,2016,"CORTE MADERA, CALIFORNIA",-122.5274755,37.9254806
CERTIFIED,C S RMS LLC,CHIEF EXECUTIVES,PRESIDENT / CEO,Y,210000,2016,"FUQUAY VARINA, NORTH CAROLINA",NA,NA
CERTIFIED,"FREIGHTPLUS (USA), INC.",CHIEF EXECUTIVES,"PRESIDENT, USA",Y,92539,2016,"MARIETTA, GEORGIA",-84.5499327,33.952602
CERTIFIED,KWICKIE USA SERVICES INC,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,216403,2016,"SANTA MONICA, CALIFORNIA",-118.4911912,34.0194543
CERTIFIED,"SURFSTITCH USA, INC.",CHIEF EXECUTIVES,PRESIDENT,Y,175614,2016,"IRVINE, CALIFORNIA",-117.7946942,33.6839473
CERTIFIED,DYNAMIQ US LLC,CHIEF EXECUTIVES,FOUNDER & DIRECTOR OF STRATEGY,Y,164445,2016,"BOULDER, COLORADO",-105.2705456,40.0149856
CERTIFIED,PRINCE OF PEACE ENTERPRISES INC.,CHIEF EXECUTIVES,SENIOR VICE PRESIDENT,Y,163176,2016,"HAYWARD, CALIFORNIA",-122.0807964,37.6688205
CERTIFIED,CPT GLOBAL INC,CHIEF EXECUTIVES,MANAGING DIRECTOR,Y,284211,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
CERTIFIED,TRIPLE P AMERICA INC.,CHIEF EXECUTIVES,CEO,Y,177944,2016,"COLUMBIA, SOUTH CAROLINA",-81.0348144,34.0007104
CERTIFIED,TRIPLE P AMERICA INC.,CHIEF EXECUTIVES,CEO,Y,177944,2016,"COLUMBIA, SOUTH CAROLINA",-81.0348144,34.0007104
CERTIFIED,"PRATT INDUSTRIES, INC.",CHIEF EXECUTIVES,OPERATIONS MANAGER,Y,253635.2,2016,"CONYERS, GEORGIA",-84.0176904,33.6676103
CERTIFIED,CQR INC,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,196747,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
CERTIFIED,GHD INC.,GENERAL AND OPERATIONS MANAGERS,CORPORATE DEVELOPMENT DIRECTOR,Y,141710,2016,"MAPLE GROVE, MINNESOTA",-93.4557877,45.0724642
CERTIFIED-WITHDRAWN,MACQUARIE AIRCRAFT LEASING SERVICES (US) INC.,GENERAL AND OPERATIONS MANAGERS,"VICE PRESIDENT, RISK MANAGEMENT",Y,148824,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
CERTIFIED-WITHDRAWN,LEVI STRAUSS & CO.,GENERAL AND OPERATIONS MANAGERS,"ASSISTANT MANAGER, ECOMMERCE OPERATIONS",Y,73091.2,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
CERTIFIED-WITHDRAWN,SUNTECHPROS INC.,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,N,66934,2016,"MORRISVILLE, NORTH CAROLINA",-78.8255621,35.823483
WITHDRAWN,LIMITED SERVICE CORPORATION,GENERAL AND OPERATIONS MANAGERS,"MANAGER, SPECIAL PROJECTS STORE OPERATIONS",Y,77771,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
CERTIFIED-WITHDRAWN,"WEATHERFORD INTERNATIONAL, INC.",GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,86258,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
CERTIFIED-WITHDRAWN,"WAL-MART ASSOCIATES, INC.",GENERAL AND OPERATIONS MANAGERS,PRODUCT MANAGER WEC,Y,74318,2016,"BENTONVILLE, ARKANSAS",-94.2088172,36.3728538
CERTIFIED-WITHDRAWN,SEARS HOLDINGS MANAGEMENT CORPORATION,GENERAL AND OPERATIONS MANAGERS,CHIEF OF STAFF,Y,109500,2016,"HOFFMAN ESTATES, ILLINOIS",-88.1227199,42.0629915
CERTIFIED-WITHDRAWN,"ACTAVIS, INC.",GENERAL AND OPERATIONS MANAGERS,VICE PRESIDENT GENERIC R&D,Y,144040,2016,"WESTON, FLORIDA",-80.3997748,26.1003654
WITHDRAWN,MASTERCARD INTERNATIONAL INCORPORATED,GENERAL AND OPERATIONS MANAGERS,VICE CHAIRMAN,Y,202155,2016,"PURCHASE, NEW YORK",-73.7144477,41.0400135
CERTIFIED-WITHDRAWN,BETA RENEWABLES USA INC.,GENERAL AND OPERATIONS MANAGERS,"EXECUTIVE VICE PRESIDENT, PROJECT & BUSINESS DEVELOPMENT - N",Y,151528,2016,"WILMINGTON, NORTH CAROLINA",-77.9447102,34.2257255
CERTIFIED-WITHDRAWN,LANDOR LLC,GENERAL AND OPERATIONS MANAGERS,CLIENT MANAGER,N,69597,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
CERTIFIED-WITHDRAWN,NATIONAL MARINE MANUFACTURERS ASSOCIATION,GENERAL AND OPERATIONS MANAGERS,SHOW MANAGER,N,64210,2016,"ORANGE, CALIFORNIA",-117.8531119,33.7877944
CERTIFIED-WITHDRAWN,"ACCRETIVE HEALTH, INC.",GENERAL AND OPERATIONS MANAGERS,VICE PRESIDENT OF CONTINUOUS IMPROVEMENT,Y,141835,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
CERTIFIED-WITHDRAWN,NOAH CONSULTING LLC,GENERAL AND OPERATIONS MANAGERS,PRACTICE LEAD-FACILITIES MANAGEMENT PRACTICE,Y,159806,2016,"KATY, TEXAS",-95.8243956,29.7857853
CERTIFIED,SVT LLC,GENERAL AND OPERATIONS MANAGERS,VICE PRESIDENT OF IT AND MERCHANT FINANCIALS,Y,128794,2016,"HIGHLAND, INDIANA",NA,NA
CERTIFIED-WITHDRAWN,E*TRADE FINANCIAL CORPORATION,GENERAL AND OPERATIONS MANAGERS,"VICE PRESIDENT, TRANSFORMATION",Y,202155,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
CERTIFIED-WITHDRAWN,"RIO TINTO SERVICES, INC.",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER MINING & GEOSCIENCES,Y,129334,2016,"SOUTH JORDAN, UTAH",-111.929658,40.5621704
CERTIFIED-WITHDRAWN,BRIGHAM AND WOMEN'S HOSPITAL,GENERAL AND OPERATIONS MANAGERS,DIRECTOR EDUCATION AND RESEARCH,Y,70554,2016,"BOSTON, MASSACHUSETTS",-71.0588801,42.3600825
CERTIFIED-WITHDRAWN,ALEXANDER MCQUEEN TRADING LTD.,GENERAL AND OPERATIONS MANAGERS,RETAIL DIRECTOR,Y,204090,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
WITHDRAWN,"LLOYD'S REGISTER ENERGY AMERICAS, INC.",GENERAL AND OPERATIONS MANAGERS,PROJECT MANAGER,Y,94723,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
CERTIFIED-WITHDRAWN,"BRAZIL GAS LOGISTICS, LLC",GENERAL AND OPERATIONS MANAGERS,PRESIDENT,N,59842,2016,"DALLAS, TEXAS",-96.7969879,32.7766642
CERTIFIED-WITHDRAWN,THE UNIVERSITY OF TEXAS M.D. ANDERSON CANCER CENTER,GENERAL AND OPERATIONS MANAGERS,"EXECUTIVE DIRECTOR, BUSINESS DEVELOPMENT AND ANALYTICS",Y,187117,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
WITHDRAWN,"AECOM TECHNICAL SERVICES, INC.",GENERAL AND OPERATIONS MANAGERS,GEOGRAPHY MARKET SECTOR LEADER PRINCIPAL,Y,189592,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
CERTIFIED-WITHDRAWN,UNIVERSITY OF ILLINOIS,GENERAL AND OPERATIONS MANAGERS,ASSOCIATE DIRECTOR,N,48547,2016,"URBANA, ILLINOIS",-88.2072697,40.1105875
CERTIFIED-WITHDRAWN,"CHEN MED, LLC",GENERAL AND OPERATIONS MANAGERS,"MANAGING DIRECTOR, OPERATIONS",Y,157227,2016,"MIAMI GARDENS, FLORIDA",-80.2456045,25.9420377
CERTIFIED-WITHDRAWN,"MERLIN PETROLEUM COMPANY, INC.",GENERAL AND OPERATIONS MANAGERS,MANAGER (BUNKER BROKER/TRADER),Y,162136,2016,"WESTPORT, CONNECTICUT",-73.3579049,41.1414717
CERTIFIED-WITHDRAWN,"WORLD MONUMENTS FUND, INC.",GENERAL AND OPERATIONS MANAGERS,"DIRECTOR OF PROGRAMS, WORLD MONUMENTS INSTITUTE",Y,119288,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
CERTIFIED-WITHDRAWN,YOUNOW INC.,GENERAL AND OPERATIONS MANAGERS,CHIEF OPERATING OFFICER,Y,161699,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
CERTIFIED-WITHDRAWN,"UBER TECHNOLOGIES, INC.",GENERAL AND OPERATIONS MANAGERS,PRODUCT OPERATIONS SPECIALIST,N,69306,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
CERTIFIED-WITHDRAWN,USA MARBLE AND GRANITE,GENERAL AND OPERATIONS MANAGERS,GENERAL & OPERATIONS MANAGER,Y,77584,2016,"FAIRFAX, VIRGINIA",-77.3063733,38.8462236
CERTIFIED-WITHDRAWN,USA CABINET STORE LLC,GENERAL AND OPERATIONS MANAGERS,GENERAL & OPERATIONS MANAGER,Y,77584,2016,"FAIRFAX, VIRGINIA",-77.3063733,38.8462236
CERTIFIED-WITHDRAWN,VISA U.S.A. INC.,GENERAL AND OPERATIONS MANAGERS,SENIOR DIRECTOR,Y,163899,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
CERTIFIED,PANDA EXPRESS INC.,GENERAL AND OPERATIONS MANAGERS,AREA COACH OPERATIONS-IN TRAINING,N,43202,2016,"SIOUX CITY, IOWA",-96.4003069,42.4999942
CERTIFIED-WITHDRAWN,NEWMONT INTERNATIONAL SERVICES LIMITED,GENERAL AND OPERATIONS MANAGERS,PROCESS MANAGER,Y,132309,2016,"ENGLEWOOD, COLORADO",-104.9877597,39.6477653
CERTIFIED-WITHDRAWN,"NEW IMAGE BUILDING SERVICES, INC.",GENERAL AND OPERATIONS MANAGERS,OPERATIONS / AREA MANAGER,N,53664,2016,"TROY, MICHIGAN",-83.1497751,42.6064095
CERTIFIED,MANSUR GAVRIEL LLC,GENERAL AND OPERATIONS MANAGERS,LOGISTICS & OPERATIONS MANAGER,Y,74402,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
CERTIFIED-WITHDRAWN,YUNEN INC.,GENERAL AND OPERATIONS MANAGERS,GENERAL AND OPERATIONS MANAGER,N,53060.8,2016,"SALINA, KANSAS",NA,NA
WITHDRAWN,OGILVY PUBLIC RELATIONS WORLDWIDE INC. - FEINSTEIN KEAN HEALTHCARE,GENERAL AND OPERATIONS MANAGERS,SENIOR LEADER,Y,142667,2016,"WASHINGTON, DISTRICT OF COLUMBIA",-77.0368707,38.9071923
CERTIFIED-WITHDRAWN,"REFUGEES INTERNATIONAL, INC.",GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF COMMUNICATIONS AND ACTING MANAGER OF PROGRAM,Y,77584,2016,"WASHINGTON, DISTRICT OF COLUMBIA",-77.0368707,38.9071923
CERTIFIED-WITHDRAWN,"PROMONTORY GROWTH AND INNOVATIONS, LLC",GENERAL AND OPERATIONS MANAGERS,MANAGING DIRECTOR,Y,174970,2016,"CONCORD, MASSACHUSETTS",-71.3489484,42.4603719
CERTIFIED-WITHDRAWN,YAHOO! INC.,GENERAL AND OPERATIONS MANAGERS,"DIRECTOR, BUSINESS STRATEGY AND TRANSFORMATION",Y,187720,2016,"SUNNYVALE, CALIFORNIA",-122.0363496,37.36883
CERTIFIED-WITHDRAWN,"AEES, INC.",GENERAL AND OPERATIONS MANAGERS,"CUSTOMER EXECUTIVE - INDUSTRIAL, RAIL AND TRAILER MARKETS",Y,118248,2016,"FARMINGTON HILLS, MICHIGAN",-83.3677168,42.4989936
CERTIFIED-WITHDRAWN,"MOTIVE ENERGY, INC.",GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,165880,2016,"ANAHEIM, CALIFORNIA",-117.9145036,33.8352932
CERTIFIED-WITHDRAWN,TRAIL BLAZERS INC.,GENERAL AND OPERATIONS MANAGERS,"SENIOR VICE PRESIDENT, BUSINESS OPERATIONS",Y,136469,2016,"PORTLAND, OREGON",-122.6764816,45.5230622
CERTIFIED,"GIAVA COFFEE COMPANY, LLC",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,74402,2016,"WHITE PLAINS, NEW YORK",-73.7629097,41.0339862
CERTIFIED-WITHDRAWN,"L'AUBERGE NEWCO, LLC",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER OF RESTAURANTS,Y,96512,2016,"SEDONA, ARIZONA",NA,NA
CERTIFIED,FLUKE CORPORATION,GENERAL AND OPERATIONS MANAGERS,"GENERAL MANAGER, AUTOMATION DIVISION",Y,131810,2016,"EVERETT, WASHINGTON",-122.2020794,47.9789848
CERTIFIED,SOHO HOUSE  - CIPURA MIAMI LLC,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,135533,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
CERTIFIED-WITHDRAWN,"XEROX STATE & LOCAL SOLUTIONS, INC.",GENERAL AND OPERATIONS MANAGERS,SENIOR OPERATIONS MANAGER,Y,117437,2016,"STATEN ISLAND, NEW YORK",-74.1502007,40.5795317
CERTIFIED,"MAGELLAN AEROSPACE NEW YORK, INC.",GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF COMMERCIAL PROGRAMS,Y,74402,2016,"CORONA, NEW YORK",-73.8642613,40.7449859
CERTIFIED,"LOCCIONI USA, INC.",GENERAL AND OPERATIONS MANAGERS,MANAGING DIRECTOR,Y,111571,2016,"COLLEGE PARK, MARYLAND",-76.93776,38.9896967
CERTIFIED,THE HERTZ CORPORATION,GENERAL AND OPERATIONS MANAGERS,DIRECTOR FLEET STRATEGY,Y,142293,2016,"ESTERO, FLORIDA",NA,NA
CERTIFIED-WITHDRAWN,"THEMESOFT, INC.",GENERAL AND OPERATIONS MANAGERS,ASST. MANAGING DIRECTOR,Y,113339,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
CERTIFIED,"T-MOBILE USA, INC.",GENERAL AND OPERATIONS MANAGERS,PARTNER DELIVERY MANAGER,Y,87526,2016,"ATLANTA, GEORGIA",-84.3879824,33.7489954
WITHDRAWN,"SAMSUNG ELECTRONICS AMERICA, INC.",GENERAL AND OPERATIONS MANAGERS,SENIOR OPERATIONS MANAGER,Y,103626,2016,"SIMPSONVILLE, SOUTH CAROLINA",-82.2542834,34.7370639
CERTIFIED,ADOBE SYSTEMS INCORPORATED,GENERAL AND OPERATIONS MANAGERS,PRODUCT MARKETING MANAGER,Y,117437,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
CERTIFIED,VIACOM INTERNATIONAL INC.,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,74402,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
CERTIFIED,ADOBE SYSTEMS INCORPORATED,GENERAL AND OPERATIONS MANAGERS,PRODUCT MANAGER,Y,117437,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
CERTIFIED,ADOBE SYSTEMS INCORPORATED,GENERAL AND OPERATIONS MANAGERS,SENIOR PRODUCT MANAGER,Y,160451,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
CERTIFIED,21ST CENTURY FOX AMERICA INC.,GENERAL AND OPERATIONS MANAGERS,BUSINESS MANAGER - MEDIA & ARTS,Y,117437,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
CERTIFIED,BUPA WORLDWIDE CORPORATION,GENERAL AND OPERATIONS MANAGERS,PROJECT MANAGER II,N,69514,2016,"PALMETTO BAY, FLORIDA",NA,NA
CERTIFIED,SUPERIOR GRANITE AND MARBLE BY VIVALDI LLC,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,101192,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
CERTIFIED,AOL INC.,GENERAL AND OPERATIONS MANAGERS,"VICE PRESIDENT, GSD OPERATIONS",Y,203486,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
CERTIFIED,AGILIS ASSOCIATES LLC,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,N,57428.8,2016,"OSPREY, FLORIDA",NA,NA
CERTIFIED,"ECYCLEIT, LLC",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,137800,2016,"CARROLLTON, TEXAS",-96.8899636,32.9756415
CERTIFIED,"THE GAP, INC.",GENERAL AND OPERATIONS MANAGERS,"SENIOR PRODUCT MANAGER - MARKETING, PAYMENTS & LOYALTY",Y,150467,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
CERTIFIED,UINTA BREWING COMPANY,GENERAL AND OPERATIONS MANAGERS,"OPERATIONS MANAGER, BREWING",N,69867,2016,"SALT LAKE CITY, UTAH",-111.8910474,40.7607793
CERTIFIED,"THOUGHTWORKS, INC.",GENERAL AND OPERATIONS MANAGERS,RESOURCE MANAGEMENT MANAGER,Y,110490,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
CERTIFIED,HB INTERNATIONAL INC,GENERAL AND OPERATIONS MANAGERS,BUSINESS DEVELOPMENT MANAGER,Y,74401.6,2016,"MOONACHIE, NEW JERSEY",-74.0451405,40.8412111
CERTIFIED,THE PROCARD GROUP LIMITED LIABILITY COMPANY,GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF BANK CARD SALES,Y,83616,2016,"NASHVILLE, TENNESSEE",-86.7816016,36.1626638
CERTIFIED,NATIONAL INSTITUTE FOR NEWMAN STUDIES,GENERAL AND OPERATIONS MANAGERS,RESEARCH COORDINATOR,N,52374.4,2016,"PITTSBURGH, PENNSYLVANIA",-79.9958864,40.4406248
CERTIFIED,AMAZON.COM.INDC LLC,GENERAL AND OPERATIONS MANAGERS,SENIOR OPERATIONS MANAGER,Y,83408,2016,"WHITESTOWN, INDIANA",NA,NA
CERTIFIED,"SAMSUNG ELECTRONICS AMERICA, INC.",GENERAL AND OPERATIONS MANAGERS,SENIOR OPERATIONS MANAGER,Y,103626,2016,"SIMPSONVILLE, SOUTH CAROLINA",-82.2542834,34.7370639
CERTIFIED,BETH ISRAEL MEDICAL CENTER,GENERAL AND OPERATIONS MANAGERS,MANAGER OPERATIONS & BUSINESS DEVELOPMENT,Y,74402,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
CERTIFIED,BLACK SPEAR GROUP INC.,GENERAL AND OPERATIONS MANAGERS,EXECUTIVE VICE PRESIDENT,Y,121014,2016,"MARIETTA, GEORGIA",-84.5499327,33.952602
CERTIFIED,SYSCO CORPORATION,GENERAL AND OPERATIONS MANAGERS,"SENIOR MANAGER, PROFITABILITY MANAGEMENT",Y,101192,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
CERTIFIED,CRANE CO.,GENERAL AND OPERATIONS MANAGERS,"MANAGER, CRANE BUSINESS SYSTEMS",Y,80579,2016,"CINCINNATI, OHIO",-84.5120196,39.1031182
CERTIFIED,"MODERN INSTITUTE OF SURGERY, INC.",GENERAL AND OPERATIONS MANAGERS,PATIENT STRATEGIES & OPERATIONS ANALYST,N,57034,2016,"BEVERLY HILLS, CALIFORNIA",-118.4003563,34.0736204
CERTIFIED,NORWEGIAN AMERICAN DEFENSE INDUSTRY COUNCIL,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,77626,2016,"ALEXANDRIA, VIRGINIA",-77.0469214,38.8048355
CERTIFIED,NORWEGIAN AMERICAN DEFENSE INDUSTRY COUNCIL,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,77626,2016,"ALEXANDRIA, VIRGINIA",-77.0469214,38.8048355
CERTIFIED,AGILIS ASSOCIATES LLC,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,N,57428.8,2016,"OSPREY, FLORIDA",NA,NA
CERTIFIED,"BEST MADE TOYS, LLC",GENERAL AND OPERATIONS MANAGERS,CHIEF EXECUTIVE OFFICER,Y,163010,2016,"RANCHO PALOS VERDES, CALIFORNIA",-118.3870173,33.7444613
CERTIFIED,"TROON GOLF, LLC",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,133099,2016,"HOLLYWOOD, FLORIDA",-80.1494901,26.0112014
CERTIFIED,T.F. HUDGINS,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,138403,2016,"TOMBALL, TEXAS",-95.6160549,30.0971621
CERTIFIED,TOTAL PRODUCE USA HOLDINGS INC,GENERAL AND OPERATIONS MANAGERS,CORPORATE DEVELOPMENT MANAGER- LEGAL ADVISOR,N,59696,2016,"NEWPORT BEACH, CALIFORNIA",-117.9289469,33.6189101
CERTIFIED,NYGALA INC,GENERAL AND OPERATIONS MANAGERS,GENERAL OPERATIONS MANAGER,Y,117437,2016,"TETERBORO, NEW JERSEY",-74.0593075,40.8598219
CERTIFIED,FIESTA MEXICANA INC.,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,N,36483,2016,"MYRTLE BEACH, SOUTH CAROLINA",-78.8866943,33.6890603
CERTIFIED,SUPERIOR GRANITE AND MARBLE BY VIVALDI LLC,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,101192,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
CERTIFIED,BIKES AND LIFE LLC,GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF OPERATIONS & PRODUCT DEVELOPMENT,Y,121014,2016,"JOHNS CREEK, GEORGIA",-84.198579,34.0289259
CERTIFIED,MICROSOFT CORPORATION,GENERAL AND OPERATIONS MANAGERS,"ASSISTANT GENERAL COUNSEL, CHIEF OF STAFF",Y,162989,2016,"REDMOND, WASHINGTON",-122.121512,47.6739881
CERTIFIED,"QUESTEL ORBIT, INC DBA DIGIPAT, INC",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,77626,2016,"ALEXANDRIA, VIRGINIA",-77.0469214,38.8048355
CERTIFIED,NEOFECT USA INC.,GENERAL AND OPERATIONS MANAGERS,GENERAL OPERATIONS MANAGER,Y,150467,2016,"BURLINGAME, CALIFORNIA",-122.34809,37.5778696
CERTIFIED,"TRUSTED TRANSLATIONS, INC.",GENERAL AND OPERATIONS MANAGERS,COUNTRY MANAGER,N,69513.6,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
CERTIFIED,GEMOLOGICAL INSTITUTE OF AMERICA (GIA),GENERAL AND OPERATIONS MANAGERS,"ASSOCIATE MANAGER, OPERATIONS SERVICES",N,58261,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
CERTIFIED,HACH,GENERAL AND OPERATIONS MANAGERS,KEY ACCOUNT MANAGER,Y,72280,2016,"LOVELAND, COLORADO",-105.0749801,40.3977612
CERTIFIED,"ASCEND LEARNING, LLC",GENERAL AND OPERATIONS MANAGERS,"DIRECTOR, CORPORATE DEVELOPMENT & STRATEGY",Y,182291,2016,"BURLINGTON, MASSACHUSETTS",-71.1956205,42.5047161
CERTIFIED,"YUSUF, INC.",GENERAL AND OPERATIONS MANAGERS,REGIONAL MANAGER,N,61568,2016,"KISSIMMEE, FLORIDA",-81.407571,28.2919557
CERTIFIED,TRISTAR TERMINALS GUAM INC.,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,70034,2016,"HAGATNA, NA",144.7502228,13.4762824
CERTIFIED,"WARGAMING AMERICA, INC.",GENERAL AND OPERATIONS MANAGERS,PRODUCTION PROJECT MANAGER,N,67475,2016,"EMERYVILLE, CALIFORNIA",-122.2852473,37.831316
CERTIFIED,MAYO CLINIC,GENERAL AND OPERATIONS MANAGERS,DIRECTOR - PRACTICE OPERATIONS,N,66082,2016,"LA CROSSE, WISCONSIN",-91.2395807,43.8013556
CERTIFIED,LITCHFIELD ON THE GREEN INC,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,N,42619,2016,"LITCHFIELD, CONNECTICUT",NA,NA
CERTIFIED,"CLUB QUARTERS MANAGEMENT CO., LLC",GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF GUEST ROOM OPERATIONS,Y,116064,2016,"STAMFORD, CONNECTICUT",-73.5387341,41.0534302
CERTIFIED,INFOSYS BPO LTD,GENERAL AND OPERATIONS MANAGERS,DOMAIN DELIVERY MANAGER - US,N,47091,2016,"PEORIA, ILLINOIS",-89.5889864,40.6936488
CERTIFIED,APPLE INC.,GENERAL AND OPERATIONS MANAGERS,PROF SERVICES CONSULT 3 (OPERATIONS PROCESS MANAGER),Y,113339,2016,"CUPERTINO, CALIFORNIA",-122.0321823,37.3229978
CERTIFIED,SYNCHRONY BANK,GENERAL AND OPERATIONS MANAGERS,SENIOR MANAGER T&L/P-CARD,Y,121014,2016,"ALPHARETTA, GEORGIA",-84.2940899,34.0753762
CERTIFIED,SAN DIEGO DIPLOMACY COUNCIL,GENERAL AND OPERATIONS MANAGERS,EXECUTIVE DIRECTOR,N,57158,2016,"SAN DIEGO, CALIFORNIA",-117.1610838,32.715738
CERTIFIED,"BRILLIO, LLC",GENERAL AND OPERATIONS MANAGERS,ASSOCIATE VICE PRESIDENT,Y,80018,2016,"BASKING RIDGE, NEW JERSEY",-74.5493284,40.7066174
CERTIFIED,JPMORGAN CHASE & CO.,GENERAL AND OPERATIONS MANAGERS,EXECUTIVE DIRECTOR,Y,160451,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
CERTIFIED,"JAMSAN HOTEL MANAGEMENT, INC.",GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,70117,2016,"BOSTON, MASSACHUSETTS",-71.0588801,42.3600825
